# Downloaded spreadsheet from https://www.dlms.com/flag-id/flag-id-list
# and saved as tab separated list and added this header. 2019-04-01
# FLAG ID <TAB> Manufacturer <TAB> Country <TAB> World Region
TSG	Testo Sensor GmbH	Germany	Europe
TTM	Toshiba Toko Meter Systems Co., Ltd.	Japan	Asia
TTR	Tetraedre Sarl	Switzerland	Europe
TTT	Telephone and Telegraph Technique Plc	Bulgaria	Europe
TUR	TURKSAY ELEKTRONIK ELEKTRIK ENDUSTRISI
TWO	2Flow AB	Sweden	Europe
TXL	CETC46 TianJin New Top Electronics Technology Co.,Ltd.	China	Asia
UAG	Uher
UBI	Ubitronix system solutions gmbh	Austria	Europe
UBY	ubitricity - Gesellschaft für verteilte Energiesysteme mbH	Germany	Europe
UEI	United Electrical Industries Limited	India	Asia
UGI	United Gas Industries
UGT	DP UKRGAZTECH Ltd. (Ukrainian gas technologies)	Ukraine	Europe
UHM	Micronics Ltd.	United Kingdom	Europe
UNI	Univations Limited	Hong Kong	Asia
URM	Urmet Telecomunicazioni SPA	Italy	Europe
USC	Usanca Soluciones S.L.	Spain	Europe
UTF	UtiliFlex	United States of America	North America
UTI	Utilia Spa	Italy	Europe
UTL	United Telecoms Limited	India	Asia
UTT	UtiliTools GmbH	Germany	Europe
VAL	Valkoder OOD	Bulgaria	Europe
VDP	Plant Vodopribor management company	Russian Federation	Europe
VEC	Energo Control LLC	Ukraine	Europe
VEL	VELANKANI ELECTRONICS PRIVATE LIMITED	India	Asia
VER	VERAUT GmbH	Austria	Europe
VES	Viterra Energy Services
VGO	Vango Technologies, Inc.	Taiwan	Asia
VIE	Vientech	France	Europe
VIK	VI-KO ELEKTRIK	Turkey	Middle East
VIN	Vektor innovations private limited	India	Asia
VIP	VIPA CZ s.r.o.	Czech Republic	Europe
VLT	ABB s.r.o., EPMV Division	Czech Republic	Europe
VMP	VAMP Oy.	Finland	Europe
VNE	Vision Networks	India	Asia
VPI	Van Putten Instruments B.V.
VSE	Valenciana Smart Energy of Mediterranean Sea S.A	Spain	Europe
VTC	Vitelec	Netherlands	Europe
VTK	Linkwell Telesystems Pvt. Ltd.	India	Asia
VTZ	VitzroSys Co., Ltd.	South Korea	Asia
WAD	Waher Data AB	Sweden	Europe
WAH	WAHESOFT UG	Germany	Europe
WAI	Chongqing WECAN Precision Instruments Co.,Ltd.	China	Asia
WAL	Wallaby Metering Systems Pvt. Ltd.	India	Asia
WDN	Webdyn SA	France	Europe
WEB	Webolution GmbH & Co. KG	Germany	Europe
WEG	WEG Equipamentos Elétricos S.A. – Automação	Brazil	South America
WEH	E. Wehrle GmbH	Germany	Europe
WEL	WELLTECH automation	China	Asia
WEP	Weptech elektronik GmbH	Germany	Europe
WFT	Waft Embedded Circuit Solutions	India	Asia
WGP	GreenPoint sp. z o.o.	Poland	Europe
WIG	Wigersma & Sikkema	Netherlands	Europe
WIK	WIKON Kommunikationstechnik GmbH	Germany	Europe
WIN	Windmill Innovations BV	Netherlands	Europe
WKL	Shenyang jia DE lian yi energy technology co., LTD	China	Asia
WKX	JINING WUKEXING METER CO. LTD.	China	Asia
WMO	Westermo Teleindustri AB	Sweden	Europe
WNC	wireless-netcontrol GmbH	Germany	Europe
WNW	Wistron NeWeb Corporation, Marketing Center	Taiwan	Asia
WOW	Sciknow Techno Solutions Ltd	India	Asia
WSD	Yantai Wisdom Electric Co., Ltd.	China	Asia
WSE	Wasion Group Co.Ltd	China	Asia
WSM	winAMR Systems Private Limited	India	Asia
WSR	OOO WESER	Russian Federation	Europe
WTI	Weihai Sunts Electric Meter Co., Ltd.	China	Asia
WTL	Wipro Technologies	India	Asia
WTM	Watertech S.r.l.	Italy	Europe
WTT	Watertech S.r.l.	Italy	Europe
WUR	Wurm GmbH & Co. KG Elektronische Systeme	Germany	Europe
WZG	Neumann & Co. Wasserzähler Glaubitz GmbH	Germany	Europe
WZT	Wizit Co. Ltd.	South Korea	Asia
XAO	Info Solution SpA	Italy	Europe
XEM	XEMTEC AG	Switzerland	Europe
XJM	XJ Metering Co. Ltd.	China	Asia
XMA	XMASTER s.c. ul.	Poland	Europe
XMX	Xemex NV	Belgium	Europe
XTM	Suntront Tech Co. Ltd.	China	Asia
XTR	HENAN SUNTRONT TECH CO. LTD.	China	Asia
XTY	LianYuanGang Tengyue Electronics & Technology Co. Ltd.
YDD	Jilin Yongda Group Co. Ltd.
YDS	YIDU Smart Technology ( Beijing ) Co. Ltd.	China	Asia
YFC	Yufeng Changhui Automation Instrument Co. Ltd.	China	Asia
YGM	YGM, Shandong Yiguang heat metering technology CO. LTD.	China	Asia
YHE	Youho Electric Co. Ltd.	South Korea	Asia
YNP	Ningbo Yong Neng Power Technology Co. Ltd.	China	Asia
YPP	YPP Corp	South Korea	Asia
YSS	Yellowstone Soft	Germany	Europe
YTE	Yuksek Teknoloji	Turkey	Middle East
YTL	ZheJiang yongtailong electronic co.,ltd.	China	Asia
YYW	Shandong youyuan instrument co. LTD	China	Asia
YZR	Cangzhou City Hebei Electronic Technology Co. Ltd.	China	Asia
ZAG	Zellweger Uster AG	Switzerland	Europe
ZAP	Zaptronix
ZAR	SNC ZARALAB	Bulgaria	Europe
ZEL	Dr. techn. Josef Zelisko GmbH	Austria	Europe
ZEN	ZenMeter Solutions Pvt. Ltd.	India	Asia
ZFY	Hang Zhou Fu Yang Instrument General Factory	China	Asia
ZGX	ZIGNUX TECHNOLOGY S.L.	Spain	Europe
ZIP	St. Petersburg Meters\' Factory Co., Ltd.	Russian Federation	Europe
ZIV	ZIV Aplicaciones y Tecnologia, S.A.
ZJY	Zhejiang Jiayou Thermal Technology Equipment Co. LTD.	China	Asia
ZPA	ZPA Smart Energy a.s.	Czech Republic	Europe
ZRI	ZENNER International GmbH & Co. KG	Germany	Europe
ZRM	ZENNER International GmbH & Co. KG	Germany	Europe
ZTE	ZTE Corporation ZTE Plaza	China	Asia
ZTX	ZHEJIANG TANCY INSTRUMENT TECHNOLOGY CO. éTD-	China	Asia
ZTY	ZHEJIANG CHINT INSTRUMENT & METER CO. LTD.	China	Asia
ZXY	Linyi City Xiaoyuan Water Meter Co., Ltd.	China	Asia
ZYB	WEIHAI ZHENYU INTELL & TECH Co. Ltd.	China	Asia
ZZZ	Michael Rac GmbH	Germany	Europe
